playerid,name,position,position_id,team,team_id,value,GW_1,GW_2,GW_3,GW_4,GW_5,GW_6,GW_7,GW_8,GW_9,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_22,GW_23,GW_24,GW_25,GW_26,GW_27,GW_28,GW_29,GW_30,GW_31,GW_32,GW_33,GW_34,GW_35,GW_36,GW_37,GW_38
520,Loïc Mbe Soh,DEF,2,Nott'm Forest,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,Luc De Fougerolles,DEF,2,Fulham,12,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Luca Barrington,MID,4,Brighton,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Luca Koleosho,MID,4,Burnley,5,4.9,2,0,2,5,2,2,4,1,1,2,2,2,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Lucas Bergström,GK,3,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Lucas Digne,DEF,2,Aston Villa,18,4.6,-1,10,5,1,5,5,1,2,2,2,1,2,2,1,6,5,0,6,1,0,0,0,0,1,1,1,7,0,1,0,0,1,12,2,1,2,1,-1
526,Lucas Tolentino Coelho de Lima,MID,4,West Ham,2,6.0,1,6,2,6,1,3,3,1,2,1,0,9,2,2,2,2,14,5,1,0,0,0,0,0,0,2,2,6,2,5,2,8,1,2,2,1,2,2
527,Luis Díaz,MID,4,Liverpool,14,7.5,8,7,1,3,1,2,2,2,6,0,6,1,1,2,3,1,3,2,4,1,3,12,5,9,12,0,3,2,0,10,6,7,2,3,5,2,2,3
528,Luis Sinisterra,MID,4,Bournemouth,10,5.5,0,0,0,0,1,0,1,1,0,0,6,1,1,1,6,1,0,1,6,2,1,1,7,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0
529,Lukasz Fabianski,GK,3,West Ham,2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0
530,Luke Berry,MID,4,Luton,13,4.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,6,2,1,4,2,6,1,1,1,0
531,Luke Chambers,DEF,2,Liverpool,14,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Luke Cundle,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Luke Freeman,MID,4,Luton,13,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Luke Harris,MID,4,Fulham,12,4.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Luke McNally,DEF,2,Burnley,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Luke Plange,FWD,1,Crystal Palace,11,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Luke Shaw,DEF,2,Man Utd,6,5.2,5,1,0,0,0,0,0,0,0,0,0,0,6,2,1,1,5,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Luke Thomas,DEF,2,Sheffield Utd,9,4.0,0,0,0,1,1,-2,1,2,0,0,2,2,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Lyle Foster,FWD,1,Burnley,5,4.8,2,0,7,6,2,0,9,5,2,0,0,0,0,0,0,0,1,5,2,6,2,1,2,0,0,0,0,0,1,2,2,2,2,6,2,2,2,2
540,Mackenzie Hunt,MID,4,Everton,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Mads Bech Sørensen,DEF,2,Brentford,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Mads Bidstrup,MID,4,Brentford,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Mads Juel Andersen,DEF,2,Luton,13,3.9,0,0,1,8,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Mads Roerslev Rasmussen,DEF,2,Brentford,3,4.4,1,1,0,0,1,2,1,1,1,6,1,1,0,1,1,0,1,0,1,4,4,1,1,6,3,1,10,1,1,6,6,1,5,1,1,1,1,1
545,Mahamadou Susoho,MID,4,Man City,19,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Mahmoud Dahoud,MID,4,Brighton,1,4.8,3,1,0,0,2,5,0,0,0,2,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Malang Sarr,DEF,2,Chelsea,8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Malcolm Ebiowei,MID,4,Crystal Palace,11,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Malo Gusto,DEF,2,Chelsea,8,4.2,1,1,14,2,6,-2,0,0,1,0,0,1,0,0,0,0,1,1,8,0,5,0,0,6,2,0,5,1,0,1,0,0,6,0,0,1,13,0
550,Manor Solomon,MID,4,Spurs,15,5.2,0,1,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Manuel Akanji,DEF,2,Man City,19,5.0,6,7,0,2,2,5,1,0,-1,0,8,6,2,1,2,1,0,0,1,6,0,0,0,1,11,8,0,2,0,6,2,1,2,6,8,2,12,2
552,Manuel Benson Hedilazio,MID,4,Burnley,5,5.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
553,Marc Cucurella Saseta,DEF,2,Chelsea,8,4.8,0,0,0,0,0,0,5,1,0,2,1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,10,-1,7,5,6,1
554,Marc Guéhi,DEF,2,Crystal Palace,11,4.4,6,2,2,1,0,8,7,9,0,1,5,1,1,2,1,1,1,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
555,Marcelo de Araújo Pitaluga Filho,GK,3,Liverpool,14,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Marcos Senesi,DEF,2,Bournemouth,10,4.4,1,1,0,4,1,0,0,1,1,0,0,5,2,0,14,15,0,5,6,0,0,2,1,8,0,1,1,0,0,0,0,1,8,6,13,1,4,0
557,Marcus Bettinelli,GK,3,Chelsea,8,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Marcus Oliveira Alencar,MID,4,Arsenal,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Marcus Rashford,MID,4,Man Utd,6,8.6,3,2,7,7,2,3,2,2,2,2,0,3,8,2,1,1,0,1,5,7,7,7,3,2,2,2,7,8,0,3,1,2,2,0,0,0,1,1
560,Marcus Tavernier,MID,4,Bournemouth,10,5.3,0,0,0,4,3,2,1,2,2,2,2,3,16,2,1,9,0,2,3,6,2,2,1,2,2,2,2,3,0,3,2,6,0,0,0,0,1,1
561,Marek Rodák,GK,3,Fulham,12,3.9,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Mario Lemina,MID,4,Wolves,20,4.9,1,2,2,2,2,1,1,-1,0,9,2,10,1,0,2,2,2,9,9,0,3,2,2,1,2,3,2,2,0,2,2,2,1,3,8,0,2,2
563,Mark Flekken,GK,3,Brentford,3,4.5,2,6,4,2,1,2,2,0,6,6,0,3,3,2,2,3,2,0,0,2,1,1,10,7,6,0,2,2,2,3,11,1,7,2,2,10,3,1
564,Mark Gillespie,GK,3,Newcastle,17,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Mark O’Mahony,FWD,1,Brighton,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
566,Mark Travers,GK,3,Bournemouth,10,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,1,0
567,Martin Dubravka,GK,3,Newcastle,17,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,7,3,2,8,3,3,1,1,2,0,7,2,0,1,2,9,6,2,3,3,5,0
568,Martin Ødegaard,MID,4,Arsenal,4,8.5,2,11,2,7,3,1,17,3,2,0,0,0,3,10,5,2,3,8,2,2,3,2,2,10,14,2,10,2,0,3,11,3,3,20,2,3,3,10
569,Marvelous Nakamba,MID,4,Luton,13,4.4,2,0,1,1,2,2,3,2,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Mason Burstow,FWD,1,Chelsea,8,4.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Mason Holgate,DEF,2,Sheffield Utd,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,0,0,0,0,1,1,2,-1,0,0,0,1
572,Mason Mount,MID,4,Man Utd,6,6.8,3,2,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,2,0,0
573,Mateo Kovačić,MID,4,Man City,19,4.7,3,3,2,2,0,0,1,2,0,1,2,1,0,1,1,2,0,0,1,2,2,1,1,0,1,3,0,1,0,3,1,1,9,3,1,2,5,1
574,Matheus França de Oliveira,MID,4,Crystal Palace,11,4.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0
575,Matheus Luiz Nunes,MID,4,Man City,19,4.8,2,-1,0,0,1,6,1,1,0,0,1,0,0,0,1,1,0,0,2,0,0,6,0,1,0,3,0,0,0,0,1,1,2,1,1,1,0,0
576,Matheus Santos Carneiro Da Cunha,FWD,1,Wolves,20,5.6,2,2,2,6,2,2,5,2,7,2,2,5,7,5,5,9,2,1,5,12,1,4,17,1,0,0,0,0,0,0,1,0,12,0,5,2,5,2
577,Mathias Jensen,MID,4,Brentford,3,5.4,4,3,3,9,2,9,6,10,2,3,5,2,0,0,0,0,0,0,1,2,5,1,2,2,3,2,1,1,2,4,3,2,3,3,2,0,0,1
578,Mathias Jorgensen,DEF,2,Brentford,3,4.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,-1,0,0,1,1,6,7,9,0,0,0,0,0
579,Matija Šarkić,GK,3,Wolves,20,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Matt Doherty,DEF,2,Wolves,20,4.3,0,0,0,0,0,1,1,1,2,0,0,0,1,1,1,1,1,8,1,1,6,0,1,1,1,1,0,1,0,1,2,1,0,2,2,0,1,1
581,Matt Macey,GK,3,Luton,13,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Matt Ritchie,MID,4,Newcastle,17,4.4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,1,1,1,0,0
583,Matt Targett,DEF,2,Newcastle,17,4.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Matt Turner,GK,3,Nott'm Forest,16,3.9,2,2,3,5,2,1,3,6,1,2,0,0,0,0,0,3,2,2,3,3,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
585,Matthew Cox,GK,3,Brentford,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Matthew Dibley-Dias,MID,4,Fulham,12,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Matthew Whittingham,MID,4,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Matty Cash,DEF,2,Aston Villa,18,4.7,-1,6,17,-1,1,6,6,2,2,5,0,2,0,1,0,1,2,1,0,0,1,1,1,0,2,1,1,0,1,0,0,0,0,1,4,1,0,0
589,Matz Sels,GK,3,Nott'm Forest,16,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,2,3,2,2,2,2,1,1,2,3,1,2
590,Mauro Bandeira,MID,4,Arsenal,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Max Aarons,DEF,2,Bournemouth,10,4.4,2,1,1,0,6,1,0,1,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
592,Max Kilman,DEF,2,Wolves,20,4.5,2,-1,8,1,1,2,2,2,1,1,1,2,1,1,5,2,1,2,1,13,5,6,1,1,2,6,1,2,0,0,2,1,1,2,2,0,1,1
593,Max Kinsey,DEF,2,Bournemouth,10,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Max Kinsey-Wellings,DEF,2,Bournemouth,10,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Max Lowe,DEF,2,Sheffield Utd,9,4.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
596,Maxime Esteve,DEF,2,Burnley,5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,2,2,2,2,1,-1,1,0
597,Maxwel Cornet,MID,4,West Ham,2,5.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
598,Micah Hamilton,MID,4,Man City,19,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Michael Dacosta Gonzalez,MID,4,Bournemouth,10,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Michael Keane,DEF,2,Everton,7,4.3,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
601,Michael Ndiweni,FWD,1,Newcastle,17,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Michael Obafemi,FWD,1,Burnley,5,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Michael Olakigbe,MID,4,Brentford,3,4.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Michael Olise,MID,4,Crystal Palace,11,5.8,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,1,9,6,9,15,0,16,1,0,0,0,0,0,0,0,0,1,3,13,2,16,12,6
605,Michail Antonio,FWD,1,West Ham,2,5.8,1,9,7,2,2,2,5,1,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,9,6,1,1,2,5,7,2,2,2
606,Michale Olakigbe,MID,4,Brentford,3,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Michał Karbownik,DEF,2,Brighton,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Micky van de Ven,DEF,2,Spurs,15,4.5,1,7,6,1,1,1,2,15,6,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,1,0,0,1,11,-1,0,1,-1,12,6
609,Miguel Almirón Rejala,MID,4,Newcastle,17,6.2,2,2,2,1,1,8,10,1,1,2,3,1,6,3,2,2,9,2,1,1,2,1,2,1,2,2,1,2,0,1,0,0,0,0,0,1,1,1
610,Mike Trésor,MID,4,Burnley,5,5.4,0,0,0,0,1,2,0,2,2,1,1,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
611,Mikey Moore,MID,4,Spurs,15,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
612,Mikkel Damsgaard,MID,4,Brentford,3,4.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,5,1,1,0,2,4,0,1,0,1,1,4,6,2,1,3,3,1
613,Milos Kerkez,DEF,2,Bournemouth,10,4.4,2,1,1,1,5,-1,1,1,2,1,-1,0,1,5,6,6,0,0,0,0,0,1,1,1,0,2,6,0,0,6,1,2,1,7,0,0,0,0
614,Mohamed Dräger,DEF,2,Nott'm Forest,16,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Mohamed Elneny,MID,4,Arsenal,4,4.4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
616,Mohamed Salah,MID,4,Liverpool,14,13.0,5,5,5,8,10,10,1,15,16,8,2,16,5,5,3,13,3,7,3,16,0,0,0,0,11,0,0,1,0,7,1,8,2,3,1,13,2,6
617,Mohammed Kudus,MID,4,West Ham,2,6.7,0,0,0,1,1,1,1,7,1,1,11,1,10,9,2,2,16,9,3,0,0,5,2,1,1,5,5,2,1,12,2,2,2,2,5,2,5,7
618,Moisés Caicedo Corozo,MID,4,Chelsea,8,4.6,0,1,3,2,0,2,3,1,2,1,2,1,1,2,2,2,3,0,1,2,3,1,4,2,1,0,2,1,0,2,1,2,3,2,4,6,9,10
619,Morgan Gibbs-White,MID,4,Nott'm Forest,16,5.8,2,2,8,3,2,1,1,3,1,2,3,5,12,2,1,2,2,5,2,7,0,2,2,4,2,7,1,2,7,7,13,1,6,2,2,7,9,2
620,Morgan Rogers,MID,4,Aston Villa,18,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,5,7,2,7,6,1,0,0
621,Morgan Sanson,MID,4,Aston Villa,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Moussa Diaby,MID,4,Aston Villa,18,6.5,7,3,12,2,5,3,8,2,2,13,2,6,1,4,1,1,2,3,1,7,3,2,1,0,1,1,4,1,4,14,2,1,3,9,1,3,5,2
623,Moussa Niakhaté,DEF,2,Nott'm Forest,16,4.5,0,1,1,0,0,1,-2,0,0,1,7,0,0,0,1,2,1,1,2,2,0,0,0,1,0,6,0,0,0,0,0,0,0,1,1,1,0,1
624,Murillo Santiago Costa dos Santos,DEF,2,Nott'm Forest,16,4.5,0,0,0,0,0,0,2,7,0,1,6,1,1,2,0,2,0,1,5,2,1,1,2,1,6,-1,2,2,2,2,5,-1,0,0,1,2,1,2
625,Mykhailo Mudryk,MID,4,Chelsea,8,6.3,1,1,0,1,2,3,6,1,14,0,0,1,1,5,5,1,3,1,8,0,0,1,4,0,0,0,1,7,0,5,2,1,2,2,4,3,8,0
626,Myles Lewis-Skelly,MID,4,Arsenal,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Myles Peart-Harris,MID,4,Brentford,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Máximo Perrone,MID,4,Man City,19,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,Naouirou Ahamada,MID,4,Crystal Palace,11,4.3,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,-1,0
630,Nathan Aké,DEF,2,Man City,19,5.0,7,0,2,8,1,1,1,2,1,0,9,0,7,1,0,2,1,0,5,6,1,2,2,11,2,6,2,2,0,1,0,0,0,6,6,2,1,1
631,Nathan Collins,DEF,2,Brentford,3,4.5,1,6,2,4,1,1,2,0,6,6,10,1,0,0,0,0,0,0,0,1,1,1,1,8,0,0,1,0,1,2,8,1,6,2,2,7,2,0
632,Nathan Fraser,FWD,1,Wolves,20,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0
633,Nathan Patterson,DEF,2,Everton,7,4.4,2,-1,2,6,1,0,1,1,0,6,1,1,1,0,4,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Nathan Redmond,MID,4,Burnley,5,4.8,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Nathaniel Clyne,DEF,2,Crystal Palace,11,4.4,0,0,0,0,0,0,0,6,0,1,1,0,0,0,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,1,6,7,2,6,5,6
636,Nathaniel Phillips,DEF,2,Liverpool,14,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Nayef Aguerd,DEF,2,West Ham,2,4.5,2,5,0,2,1,1,6,1,0,2,1,1,1,2,2,0,6,0,0,0,0,0,1,-1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
638,Neal Maupay,FWD,1,Brentford,3,4.9,2,1,0,0,1,0,1,0,5,3,8,1,1,8,2,2,0,0,5,1,6,6,6,2,3,6,1,1,1,0,0,1,1,1,0,0,0,0
639,Neco Williams,DEF,2,Nott'm Forest,16,4.3,1,2,0,0,0,0,0,0,1,1,1,0,1,0,0,7,1,1,0,1,1,1,2,1,5,0,2,1,2,2,2,0,1,1,1,0,0,0
640,Nick Pope,GK,3,Newcastle,17,5.4,3,3,1,2,6,6,6,1,7,2,6,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
641,Nicolas Jackson,FWD,1,Chelsea,8,6.9,1,1,7,1,1,1,0,6,1,2,16,5,2,5,2,1,6,1,2,5,0,0,1,1,5,0,6,8,0,2,2,2,14,2,8,16,7,2
642,Nicolas Pépé,MID,4,Arsenal,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Nicolás Domínguez,MID,4,Nott'm Forest,16,5.0,0,0,0,0,0,2,10,3,3,1,3,1,2,0,1,0,0,0,1,9,2,3,2,6,5,2,3,1,1,0,1,1,1,2,0,1,0,0
644,Nicolò Zaniolo,MID,4,Aston Villa,18,5.4,0,0,1,1,0,3,1,1,2,0,1,0,0,0,0,0,1,5,1,0,1,0,0,1,0,1,0,1,5,1,2,1,3,0,0,0,1,0
645,Nikola Vlašić,MID,4,West Ham,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Noha Lemina,MID,4,Wolves,20,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Noni Madueke,MID,4,Chelsea,8,5.3,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,1,6,7,1,1,0,1,0,0,0,0,0,1,4,8,3,2,15,13,4,2
648,Norberto Bercique Gomes Betuncal,FWD,1,Everton,7,5.8,0,0,0,2,2,2,1,1,1,0,1,1,0,2,4,1,1,1,2,1,1,1,1,1,1,0,4,2,0,8,2,1,2,1,0,1,0,1
649,Norberto Murara Neto,GK,3,Bournemouth,10,4.6,2,10,2,1,10,1,1,1,2,0,0,9,2,1,8,7,0,1,9,2,1,2,3,2,2,3,8,4,0,2,7,4,0,1,0,0,0,2
